,name,information,totalprice,unitprice
170,松坪村东区、东南朝向、安静大两房、诚心出售,2室2厅 | 60.4平米 | 东南 | 精装 | 低楼层(共34层) | 2012年建 | 塔楼,4880000,80795
171,首付28万 业主诚心卖自住保养好 看房方便,1室0厅 | 22.56平米 | 东北 | 精装 | 中楼层(共32层) | 2004年建 | 塔楼,900000,39894
172,小区高楼层，安静不吵，朝东南看大南山和荔枝林公园,3室2厅 | 88.1平米 | 东南 | 毛坯 | 高楼层(共34层) | 2017年建 | 板塔结合,9500000,107833
173,弘雅花园二期，满五年，无个税，花园中间楼层,2室1厅 | 76.5平米 | 西南 | 简装 | 中楼层(共7层) | 1994年建 | 板塔结合,3900000,50981
174,七号线桃源村站出口 车位充足 看山景08年花园小区,3室2厅 | 89.16平米 | 西北 | 简装 | 中楼层(共35层) | 2008年建 | 板楼,6100000,68417
175,业主诚心卖，少量欠款，税费少，总价低,2室1厅 | 87.32平米 | 东南 | 精装 | 低楼层(共24层) | 2008年建 | 板塔结合,4580000,52451
176,中高区，东南向三房，全新精装修后未住过人！,3室1厅 | 70.48平米 | 东南 | 精装 | 中楼层(共30层) | 2010年建 | 塔楼,11500000,163167
177,出售大芬信和爱琴居标准一房一厅，满五唯一税少,1室1厅 | 52.46平米 | 西北 | 简装 | 中楼层(共32层) | 2005年建 | 塔楼,2040000,39021
178,此房是满五，红本，大社区大面积二房 提前预约,2室2厅 | 91平米 | 南 北 | 精装 | 低楼层(共7层) | 1990年建 | 板楼,4800000,52748
179,地铁口物业，户型方正，双阳台，看房方便,1室1厅 | 42.5平米 | 东北 | 简装 | 低楼层(共33层) | 2005年建 | 塔楼,1880000,44236
180,视野开阔 无遮挡 安静 诚意出售,2室1厅 | 65.42平米 | 北 | 简装 | 中楼层(共26层) | 2002年建 | 板塔结合,5250000,80251
181,新小区 品质标杆楼盘 中高楼层 东南向看园林,4室2厅 | 88.93平米 | 东南 | 精装 | 中楼层(共31层) | 2017年建 | 塔楼,7300000,82088
182,小三房 新装修 南向厅出阳台 带固定车位 业主诚心出售,3室2厅 | 92.54平米 | 南 | 精装 | 低楼层(共33层) | 2003年建 | 塔楼,15000000,162093
183,户型通透视野开阔 无遮挡看宝安公园企龙山,2室1厅 | 77.5平米 | 西北 | 精装 | 高楼层(共31层) | 2009年建 | 板塔结合,5500000,70968
184,英达花园 方正三房 业主诚心卖 诚心出售,3室1厅 | 83.05平米 | 南 | 简装 | 中楼层(共29层) | 1995年建 | 塔楼,3380000,40699
185,瑞泽佳园 精装3房 保养好 南北向 诚心出售,3室1厅 | 89.51平米 | 东南 | 精装 | 中楼层(共8层) | 2013年建 | 板塔结合,3850000,43012
186,满五唯一，税费少，正规三房两卫。,3室2厅 | 100.82平米 | 东南 东 | 精装 | 低楼层(共18层) | 2004年建 | 板塔结合,9100000,90260
187,婚房居家必选保养得很好！东南朝向视野开阔厅出阳台,3室2厅 | 88.88平米 | 东南 | 精装 | 低楼层(共28层) | 2014年建 | 板塔结合,3700000,41630
188,满五唯一，格局明亮，楼层好，采光充足,2室1厅 | 81.16平米 | 东南 | 简装 | 中楼层(共8层) | 1994年建 | 板塔结合,3600000,44357
189,大运新城 中海康城一期 精装大三房,3室1厅 | 86.26平米 | 西南 | 精装 | 中楼层(共32层) | 2011年建 | 塔楼,3400000,39416
190,锦城星苑刚需过渡方正两房，中间楼层,2室1厅 | 58平米 | 东南 | 简装 | 中楼层(共6层) | 2006年建 | 板楼,1780000,30690
191,白金时代，户型方正大两房，业主自主。,2室2厅 | 43.9平米 | 东南 | 精装 | 中楼层(共15层) | 2004年建 | 板塔结合,3280000,74716
192,新世界好房-一手业主，红本在手业主诚心出售,3室2厅 | 106.65平米 | 南 | 精装 | 中楼层(共17层) | 2003年建 | 板楼,5800000,54384
193,满五年，红本，中间位置，中高层，有钥匙,3室1厅 | 88.31平米 | 南 | 精装 | 中楼层(共29层) | 2012年建 | 板塔结合,7500000,84929
194,花语岸四房两厅 朝南 精装修 看花园,4室2厅 | 127.19平米 | 东南 | 精装 | 高楼层(共30层) | 2010年建 | 板塔结合,5300000,41670
195,房子楼盘新，住家氛围好，看房方便，业主自住房,4室2厅 | 81.27平米 | 南 | 精装 | 低楼层(共32层) | 2012年建 | 塔楼,7450000,91670
196,品牌物业：鸿荣源，标准2房，厅出阳台！,2室1厅 | 71.59平米 | 东南 | 简装 | 中楼层(共7层) | 2002年建 | 塔楼,4120000,57550
197,都心名苑南向方正一房一厅，红本在手无欠款,1室1厅 | 40.01平米 | 南 | 精装 | 中楼层(共23层) | 2006年建 | 板塔结合,2480000,61985
198,西丽高铁站旁  珠光地铁站精装三房 中间层南向,3室1厅 | 87.83平米 | 南 | 精装 | 中楼层(共7层) | 1998年建 | 塔楼,5600000,63760
199,花语岸南向两房户型，有钥匙随时看房,2室2厅 | 65.06平米 | 南 | 精装 | 低楼层(共26层) | 2010年建 | 塔楼,3180000,48878
200,南向，精装，拎包入住，白领佳选！！！！,1室0厅 | 42.79平米 | 南 | 精装 | 低楼层(共32层) | 2011年建 | 板塔结合,2680000,62632
201,东南朝向 精装3房 业主诚心出售 万科物业,3室2厅 | 84.09平米 | 南 | 精装 | 低楼层(共26层) | 2017年建 | 板塔结合,3700000,44001
202,客厅正出阳台 入户已改为书房 满五年 红本在手,3室1厅 | 73.96平米 | 东南 | 精装 | 高楼层(共25层) | 2008年建 | 板楼,4250000,57464
203,科技园次新房满五年唯一，红本在手,2室1厅 | 50.19平米 | 东南 | 精装 | 中楼层(共33层) | 2012年建 | 塔楼,4600000,91652
204,此房满五年唯一， 户型方正，厅出阳台朝南户型，诚心,2室1厅 | 78.15平米 | 南 | 精装 | 中楼层(共31层) | 2008年建 | 塔楼,4750000,60781
205,荔香公园旁 阳光荔景 南北通透三房 满五年唯一,3室1厅 | 107.23平米 | 南 北 | 精装 | 低楼层(共12层) | 2001年建 | 板塔结合,11800000,110044
206,南山地铁口 花园社区正规大三房 红本在手,3室2厅 | 102.7平米 | 东南 | 简装 | 中楼层(共31层) | 1993年建 | 塔楼,5600000,54528
207,怡泰大厦 1室1厅 65万,1室1厅 | 26平米 | 东南 | 精装 | 中楼层(共5层) | 2004年建 | 塔楼,650000,25000
208,振业梅苑。满五四房， 商圈围绕。交通便利，配套成熟,4室1厅 | 113平米 | 南 | 简装 | 高楼层(共8层) | 1998年建 | 板楼,5980000,52921
209,奥宸观壹城 大两房 业主诚心卖，就近振能小，学,2室2厅 | 69.77平米 | 北 | 毛坯 | 低楼层(共33层) | 2015年建 | 板塔结合,2920000,41852
210,龙华花半里 高楼层三房 视野开阔 精装修 红本在手,3室2厅 | 79.32平米 | 东南 | 精装 | 33层 | 2012年建 | 板塔结合,3950000,49799
211,地铁口 精装4房 双阳台 户型方正实用 满五唯一,4室2厅 | 89.95平米 | 北 | 精装 | 低楼层(共31层) | 2014年建 | 塔楼,3900000,43358
212,八卦岭宿舍 1室0厅 292万,1室0厅 | 28.01平米 | 南 | 简装 | 高楼层(共7层) | 1983年建 | 板塔结合,2920000,104249
213,经典大三房 通风采光好 使用率高 楼下就是公园,3室1厅 | 88.54平米 | 南 | 精装 | 中楼层(共8层) | 2004年建 | 板塔结合,4600000,51954
214,高楼层看花园通透两房 前后双阳台,2室2厅 | 73.06平米 | 东 | 简装 | 高楼层(共6层) | 2007年建 | 板楼,4700000,64331
215,标准一房一厅 高楼层采光好 少量欠款税费少,1室1厅 | 39.59平米 | 东 | 精装 | 高楼层(共32层) | 2005年建 | 板塔结合,2750000,69462
216,地铁口物业，交通方便；满五年 客厅出阳台，中间楼层,2室2厅 | 51.52平米 | 东北 | 简装 | 中楼层(共7层) | 1999年建 | 板塔结合,2350000,45614
217,半岛苑 3室2厅 260万,3室2厅 | 85.65平米 | 北 | 简装 | 高楼层(共7层) | 2000年建 | 板塔结合,2600000,30357
218,房子是70年的住宅，买它需要购房资质,1室0厅 | 78.53平米 | 东南 | 简装 | 高楼层(共30层) | 2003年建 | 塔楼,6150000,78315
219,康桥花园二期满五唯一税费少装修保养好位置安静,3室2厅 | 88.6平米 | 南 北 | 精装 | 低楼层(共6层) | 2003年建 | 板塔结合,3590000,40520
220,龙华人气小区 鸿荣源壹成中 心居家五房 诚心出售,5室2厅 | 94.99平米 | 南 | 简装 | 低楼层(共46层) | 2017年建 | 板塔结合,6500000,68429
221,招北小区 2室2厅 540万,2室2厅 | 68.5平米 | 南 | 简装 | 高楼层(共6层) | 1985年建 | 板楼,5400000,78833
222,楼层低，小高层南北向，带花园乐园，满五年唯一！,3室1厅 | 77.46平米 | 南 北 | 简装 | 低楼层(共8层) | 1993年建 | 板楼,4600000,59386
223,康桥花园 满五年唯一物业 朝南 电梯两房 急售,2室1厅 | 73.26平米 | 南 | 精装 | 中楼层(共12层) | 2002年建 | 塔楼,2930000,39995
224,朝南向，动静区分离，125平户型方正,3室1厅 | 125平米 | 南 | 精装 | 中楼层(共39层) | 2014年建 | 板塔结合,16500000,132000
225,科兴科学园旁，满五年欠款少，楼梯房一楼适合长线买入,3室2厅 | 86.74平米 | 南 北 | 精装 | 低楼层(共7层) | 1994年建 | 板楼,8350000,96265
226,满五少税，高层大四房，户型方正，社区配套成熟,4室2厅 | 156.62平米 | 北 | 精装 | 高楼层(共18层) | 2007年建 | 板塔结合,6780000,43290
227,怀德公园 东南朝向 红本在手业主诚心出售,3室2厅 | 88平米 | 东南 | 精装 | 低楼层(共26层) | 2016年建 | 板楼,4800000,54546
228,地铁口刚需小两房，莲花山脚下。,2室1厅 | 51.8平米 | 南 | 精装 | 高楼层(共26层) | 2005年建 | 板塔结合,4300000,83012
229,粤港澳大湾区，熙龙湾，欢乐海岸旁，四房诚心出售,5室1厅 | 139.8平米 | 南 | 精装 | 中楼层(共32层) | 2008年建 | 塔楼,21000000,150215
230,百仕达花园二期 5室1厅 858万,5室1厅 | 173.96平米 | 东 | 简装 | 低楼层(共12层) | 1999年建 | 板塔结合,8580000,49322
231,精装一房一厅，户型方正，大厨房，双阳台,1室1厅 | 46.76平米 | 北 | 精装 | 中楼层(共33层) | 2005年建 | 板塔结合,2670000,57101
232,名骏豪庭客厅出阳台两房 朝南安静 看山景,2室1厅 | 67平米 | 南 | 简装 | 低楼层(共18层) | 2003年建 | 板塔结合,3780000,56418
233,海韵嘉园新出好房 南北通看全海景 红本满5年 装修好,4室2厅 | 115.47平米 | 东南 | 精装 | 高楼层(共18层) | 2006年建 | 塔楼,10500000,90933
234,阳光绿地 精装一房 有少量欠款,1室1厅 | 38.37平米 | 东北 | 精装 | 中楼层(共27层) | 2007年建 | 板塔结合,2080000,54210
235,五园大三房，使用面积极好，看花园，业主诚心出售,3室1厅 | 89.13平米 | 东南 | 精装 | 低楼层(共26层) | 2011年建 | 板塔结合,5700000,63952
236,桃源村二期 2室1厅 480万,2室1厅 | 91.58平米 | 东北 | 简装 | 低楼层(共19层) | 1999年建 | 塔楼,4800000,52414
237,幸福港湾尚品居，高层西南看海、看花园，诚心出售！,2室2厅 | 64.88平米 | 西南 | 精装 | 高楼层(共31层) | 2017年建 | 板塔结合,5500000,84772
238,信义御城豪园 3室2厅 388万,3室2厅 | 89.05平米 | 东南 | 精装 | 高楼层(共32层) | 2013年建 | 板塔结合,3880000,43572
239,红本在手，南北通，没遮挡，诚心出售,3室1厅 | 88.78平米 | 南 | 简装 | 低楼层(共18层) | 1993年建 | 板楼,13500000,152062
240,格局好，视野开阔，难得一见的三房复式,3室1厅 | 76.65平米 | 南 | 简装 | 高楼层(共17层) | 2004年建 | 板塔结合,3700000,48272
241,布吉关口，大社区2+1房电梯高层朝南，业主急卖！,2室2厅 | 72.3平米 | 南 | 简装 | 高楼层(共17层) | 2008年建 | 板塔结合,3000000,41494
242,满五唯一，红本在手，户型方正，温馨三居,3室1厅 | 74.79平米 | 南 | 简装 | 低楼层(共7层) | 1997年建 | 塔楼,5350000,71534
243,业主自住物业 满五年唯一  诚意出售,3室1厅 | 91.94平米 | 北 | 精装 | 中楼层(共18层) | 2000年建 | 塔楼,6400000,69611
244,文汇花园 2室2厅 410万,2室2厅 | 81.49平米 | 西南 | 简装 | 低楼层(共8层) | 1994年建 | 板塔结合,4100000,50313
245,高层 东南向 看海景 视野开阔和采光良好,3室2厅 | 112.35平米 | 东南 | 精装 | 高楼层(共46层) | 2007年建 | 板塔结合,9980000,88830
246,通风好、景观看山看海看前海自贸区金融区,3室1厅 | 76.03平米 | 东南 | 简装 | 低楼层(共20层) | 2009年建 | 板塔结合,6900000,90754
247,满五年 相当于红本在手 户型方正 诚意出售,3室2厅 | 85.95平米 | 北 东北 | 精装 | 低楼层(共18层) | 2003年建 | 板塔结合,4500000,52357
248,此房满五年，唯一套，红本在手朝南看花园 安静,2室1厅 | 63.99平米 | 东南 | 精装 | 高楼层(共18层) | 2006年建 | 塔楼,3000000,46883
249,京基御景印象三期 3室2厅 340万,3室2厅 | 89.23平米 | 南 | 精装 | 低楼层(共33层) | 2016年建 | 板塔结合,3400000,38104
250,中海日辉台小区步梯三房户型方正。,3室2厅 | 90.72平米 | 南 | 精装 | 高楼层(共6层) | 2005年建 | 板楼,4200000,46297
251,地铁三号线丹竹头地铁站旁英郡年华三房,3室1厅 | 86.77平米 | 南 | 毛坯 | 中楼层(共30层) | 2016年建 | 板塔结合,3800000,43794
252,学府花园稀有放盘，满五唯一双地铁正南三房，业主诚售,3室2厅 | 92.74平米 | 南 | 精装 | 高楼层(共13层) | 1999年建 | 板塔结合,7370000,79470
253,椰风海岸 3房1卫 南向 安静,3室2厅 | 87.63平米 | 南 | 简装 | 低楼层(共14层) | 2004年建 | 板塔结合,7360000,83990
254,房子户型方正 装修时尚 视野宽阔 采光充足.小三房,3室2厅 | 79.92平米 | 东南 | 精装 | 低楼层(共24层) | 2017年建 | 塔楼,3800000,47548
255,阳光里雅居 户型方正 地铁物业 大三房，满五唯一,3室2厅 | 66.84平米 | 东南 | 简装 | 中楼层(共31层) | 2013年建 | 塔楼,6300000,94255
256,此房满两年，总价低，学wei未用，业主诚心出售,1室0厅 | 15.42平米 | 南 | 简装 | 中楼层(共33层) | 2000年建 | 板塔结合,720000,46693
257,地铁口三房位置安静精装修户型方正居住舒适,3室2厅 | 69.7平米 | 南 | 精装 | 低楼层(共14层) | 2013年建 | 塔楼,5100000,73171
258,中层，采光好视野开阔，满5唯一红本在手，南向海景房,3室2厅 | 91.33平米 | 南 | 简装 | 中楼层(共33层) | 2003年建 | 板塔结合,7680000,84091
259,福田大社区皇庭世纪高楼层南向new三房火热上线,3室1厅 | 92.12平米 | 西南 | 精装 | 高楼层(共31层) | 2004年建 | 板塔结合,7300000,79245
260,中粮幸福花园 2室1厅 335万,2室1厅 | 39.88平米 | 西南 | 其他 | 低楼层(共27层) | 2009年建 | 板塔结合,3350000,84003
261,正南向 小高层 通透 红本在手 满五年 看房方便,2室1厅 | 75.94平米 | 南 | 精装 | 高楼层(共10层) | 2004年建 | 板楼,9000000,118515
262,客厅卧室朝南向、中楼层大两房。,2室1厅 | 70平米 | 南 | 简装 | 中楼层(共7层) | 1992年建 | 板楼,6300000,90000
263,金地上塘道一期 户型好 客厅卧室朝南 费用少,2室1厅 | 66.97平米 | 南 北 | 精装 | 中楼层(共25层) | 2010年建 | 塔楼,4050000,60475
264,大运新城 星河品质 精装3房 满二诚心出售,3室2厅 | 88.25平米 | 南 北 | 精装 | 高楼层(共30层) | 2017年建 | 板塔结合,3550000,40227
265,实用面积350平7房，顶楼带私家花园，6米挑高大复式,7室1厅 | 169.52平米 | 南 北 | 精装 | 高楼层(共4层) | 2008年建 | 板塔结合,13100000,77278
266,花园中间，安静宜居，客厅正出阳台，满两年，精装修,6室2厅 | 124.32平米 | 南 北 | 精装 | 中楼层(共28层) | 2009年建 | 板塔结合,7100000,57111
267,桃源居中澳实验旁居家3房，税费少！,3室2厅 | 104.22平米 | 南 | 简装 | 低楼层(共6层) | 2002年建 | 板楼,5100000,48935
268,低层 位置很牛 2个卫生间三房 客厅阳台看园林无遮挡。,3室2厅 | 98.36平米 | 南 北 | 简装 | 中楼层(共7层) | 1992年建 | 板塔结合,9100000,92518
269,来福士正规三房两卫   满五唯一东南向 诚心出售,3室2厅 | 94.97平米 | 东南 | 精装 | 中楼层(共26层) | 2002年建 | 板塔结合,6900000,72655
270,红本在手 满五唯一 东南向自住 楼层房号好运好兆头,3室2厅 | 106.91平米 | 东南 | 简装 | 低楼层(共32层) | 1995年建 | 塔楼,13300000,124404
271,锦花大厦大户型两房，朝南两房，采光好,2室2厅 | 88.07平米 | 南 | 简装 | 低楼层(共24层) | 1992年建 | 板楼,2950000,33497
272,刚需大两房，先到先得，必看好房,2室2厅 | 74.83平米 | 东南 | 精装 | 中楼层(共9层) | 2001年建 | 板塔结合,3450000,46105
273,楼下14号线沙湖站，30W装修精美，诚心出售。,3室2厅 | 89.28平米 | 北 | 精装 | 中楼层(共33层) | 2016年建 | 板塔结合,3400000,38083
274,户型方正 ，三房两卫 ，格局分明,3室1厅 | 98.78平米 | 南 | 精装 | 低楼层(共32层) | 2008年建 | 板塔结合,7860000,79571
275,深圳北站商圈 民治地铁口 精装三房 中间楼层 诚售！,3室1厅 | 86.46平米 | 南 | 简装 | 中楼层(共6层) | 2004年建 | 板楼,4290000,49619
276,温馨舒适两房，看小区花园园景，地铁口物业，精装修,2室2厅 | 78.77平米 | 北 | 简装 | 高楼层(共29层) | 2005年建 | 塔楼,5900000,74902
