,battery,year,month,brand,model,weight,CPU model,CPU freq,CPU cores,SIM cards,ROM,RAM,screen size,resolution,screen material,front camera,rear camera,rear camera specs,charging port,price,comments
100009220638,3000,2019年,10月,小辣椒,红辣椒8A,168.5,MT6739,,,2个,,,6.0英寸,1440*720,IPS,,后置单摄,,Micro USB,['474.00'],2500+
39893740710,3750mAh（典型值）,2018年,12月,,华为 nova 4,172,,,,2个,,,,,LCD,,,,Type-C,['2799.00'],2500+
52541881775,4000mAh（typ）/3900mAh（min）,2019年,5月,小米（MI）,Redmi 7A,165,其他,,,2个,,,5.45英寸,以官网信息为准,其他,,后置单摄,,Micro USB,['699.00'],2500+
63280366208,3000,2019年,以官网信息为准,朵唯（DOOV）,6s,174.8,其他,,,2个,,,5.7英寸,1520×720,其他,,后置单摄,,Micro USB,['798.00'],2400+
49286845422,3650mAh（典型值）,2019年,4月,,P30,165（以实际为准）,,,,2个,,,,,OLED,,,,Type-C,['3688.00'],2500+
45949557744,3400mAh（典型值） 3320mAh（最小值）,2019年,4月,华为（HUAWEI）,荣耀20i,约164克（含电池）,,,,2个,,,,,IPS,,,,Micro USB,['999.00'],2500+
57007755712,,,,,,,,,,,,,,,,,,,,['2279.00'],2500+
44244982674,3680mAh （额定值）；3765mAh（典型值,2019年,4月,OPPO,OPPOReno,约185g,,,,2个,,,,,AMOLED,,,,Type-C,['2499.00'],2400+
46229557286,3020mAh（典型值）,2019年,3月,华为（HUAWEI）,畅享9e,约150克（含电池）,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,['758.00'],2500+
62795370894,,,,,,,,,,,,,,,,,,,,['7488.00'],2400+
46998625658,,,,,,,,,,,,,,,,,,,,['1499.00'],2400+
57263602408,,,,,,,,,,,,,,,,,,,,['6299.00'],2600+
17870127442,4000mAh（典型值）,2017年,4月,华为（HUAWEI）,畅享7Plus,约165g（含电池）,,,,2个,,,,,其他,,,,Micro USB,['849.00'],2400+
59118510412,,,,,,,,,,,,,,,,,,,,['695.00'],2700+
45570223682,,,,,,,,,,,,,,,,,,,,['999.00'],2400+
47300258791,4020mAh,2019年,4月,OPPO,OPPO A9,190,,,,2个,,,,,其他,,,,Micro USB,['1299.00'],2400+
32402187368,10000,2019年,4月,欧奇（OUKI）,欧奇 P6pro,280左右,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,['1699.00'],2400+
52349464690,,,,,,,,,,,,,,,,,,,,['2009.00'],2500+
56977294192,,,,,,,,,,,,,,,,,,,,['5399.00'],3200+
12275684149,4050毫安,2016年,12月,MANN,MANN 5SQ,245,,,,2个,,,,,其他,,,,Micro USB,['1266.00'],2400+
56230858715,4035mAh(典型值),2019年,9月,realme,realme Q,约184g（带电池）,,,,2个,,,,,LCD,,,,Type-C,['948.00'],2400+
52391414373,3500mAh（典型值）,2019年,6月,华为（HUAWEI）,华为nova5 Pro,约171克（含电池）,麒麟980,,,2个,,,6.39 英寸,2340 x 1080,OLED,,后置四摄,,Type-C,['2499.00'],2400+
63812122881,,,,,,,,,,,,,,,,,,,,['729.00'],2400+
44021236111,3300mAh(typ) / 3200mAh ,2019年,2月,小米（MI）,小米9,约173g,,,,2个,,,,,AMOLED,,,,Type-C,['2538.00'],2400+
100007933098,1400,2019年,8月,天语（K-Touch）,N1C,100,其他,,,1个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,['159.00'],2400+
62873938385,4000mAh（典型值）,2019年,6月,华为（HUAWEI）,华为nova5i,178,其他,,,2个,,,其他英寸,其他,LTPS,,其他,,Type-C,['1699.00'],2300+
100006564950,4000,2018年,1月,优思（Uniscope）,US7,192,其他,,,2个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,['99.00'],2400+
59724611000,4200mAh,2019年,11月,,Mate 30 5G,196克,,,,2个,,,,,其他,,,,Type-C,['4999.00'],2500+
25094024652,,,,,,,,,,,,,,,,,,,,['279.00'],2300+
53202927037,1000,2018年,2月,,产品名称,110,,,,2个,,,,,其他,,,,其它接口,['89.00'],2400+
45758128095,3400mAh（典型值） 3320mAh（最小,2019年,4月,华为（HUAWEI）,华为（HUAWEI）荣耀20i,1约164克（含电池）,麒麟710F,,,2个,,,6.21英寸,FHD+ 1080x2340 像素,IPS,,后置三摄,,Micro USB,['999.00'],2300+
100004433111,1600,2018年,7月,飞利浦（Philips）,207L,0.235,其他,,,2个,,,2.0英寸,320*240,其他,,后置单摄,,其它接口,['139.00'],2300+
41943630973,,,,,,,,,,,,,,,,,,,,['599.00'],2300+
53555007134,3020mAh（典型值）,2019年,1月,华为（HUAWEI）,荣耀畅玩8A,约150克（含电池） 备注：实际重量依配置、制造工,,,,2个,,,,,IPS,,,,Micro USB,['584.00'],2400+
100003255627,1750,2018年,10月,酷派（Coolpad）,C588S,105,其他,,,2个,,,2.4英寸, 240*320,其他,,后置单摄,,Micro USB,['199.00'],1.2万+
34310416629,,,,,,,,,,,,,,,,,,,,['5988.00'],2300+
100008713454,4000,2019年,3月,朵唯（DOOV）,朵唯D1,117.8,MT6763,,,2个,,,6.3英寸,1920*1080,TFT,,后置双摄,,Micro USB,['663.00'],2400+
49919351279,,,,,,,,,,,,,,,,,,,,['2499.00'],2300+
55236806607,3915mAh （额定值）4000mAh（典型值）,2019年,9月,OPPO,OPPO Reno2,约189g,,,,2个,,,,,AMOLED,,,,Type-C,['2999.00'],2300+
29590230535,,,,,,,,,,,,,,,,,,,,['1499.00'],2300+
35669769421,,,,,,,,,,,,,,,,,,,,['2688.00'],2300+
47749404691,4065mAh,2019年,5月,OPPO,Reno10倍变焦,210,,,,2个,,,,,AMOLED,,,,Type-C,['4299.00'],2300+
48267517940,3750mAh（典型值）,2019年,5月,华为（HUAWEI）,荣耀20,约174g,,,,2个,,,,,TFT LCD（IPS）,,,,Type-C,['2499.00'],2300+
10734693239,800mAh,2019年,以官网信息为准,诺基亚（NOKIA）,新105双卡,74,其他,,,2个,,,其他英寸,596120,其他,,其他,,Micro USB,['159.00'],2300+
30938386316,,,,,,,,,,,,,,,,,,,,['3499.00'],2300+
34416871668,4100,2018年,8月,AGM,AGM X3,200,,,,2个,,,,,LCD,,,,Type-C,['3299.00'],2300+
25647126506,1450,2018年,以官网信息为准,飞利浦（Philips）,E107,78,其他,,,2个,,,2.4英寸,320×240,TFT,,无后置摄像头,,Micro USB,['99.00'],2300+
34304240217,4000mAh（典型值）,2018年,10月,,HMA-AL00,约188克（含电池）,麒麟980,,,2个,,,6.53英寸,FHD+ 1080 x 2244 像素,TFT LCD（IPS）,,后置三摄,,Type-C,['2588.00'],2400+
43697755491,4100,2018年,8月,AGM,X3,216,,,,2个,,,,,LCD,,,,Type-C,['3699.00'],2300+
43071641472,3340mAh（典型值）,2019年,3月,华为（HUAWEI）,华为nova4e,约159克（含电池）,,,,2个,,,,,其他,,,,Type-C,['1198.00'],2500+
47766223925,4000mAh（典型值）,2019年,6月,华为（HUAWEI）,荣耀20 Pro,约182g,,,,2个,,,,,其他,,,,Type-C,['2499.00'],2400+
56167534176,4500mAh（典型值）,2019年,9月,华为（HUAWEI）,华为mate30pro,约198克（含电池）,,,,2个,,,,,OLED,,,,Type-C,['5799.00'],2300+
28744633984,2000,2019年,以官网信息为准,天语（K-Touch）,i9,90,其他,,,2个,,,3.5英寸,480*320,TFT,,后置单摄,,Micro USB,['579.00'],2200+
55742826615,4500mAh（typ）,2019年,8月,,Redmi Note8 Pro,199.8,,,,2个,,,,,其他,,,,Type-C,['1488.00'],2300+
42223457453,3350mAh（typ）,2018年,9月,小米（MI）,小米8青春,169,,,,2个,,,,,其他,,,,Type-C,['1058.00'],2300+
48676863457,4035mAh（典型值）,2019年,5月,OPPO,Reno Z,约186g,,,,2个,,,,,AMOLED,,,,Type-C,['2199.00'],2300+
57002769173,,,,,,,,,,,,,,,,,,,,['109.00'],2200+
64021069038,900,2019年,3月,,儿童按键手机,90,其他,,,2个,,,其他英寸,240*240,TFT,,其他,,Micro USB,['158.00'],2200+
17214983886,3020mAh(典型值),2017年,以官网信息为准,华为（HUAWEI）,畅享7,约145g（含电池）,,,,2个,,,,,其他,,,,Micro USB,['749.00'],2200+
49953625615,1480,2019年,4月,,多亲4G手机,95,,,,2个,,,,,IPS,,,,Type-C,['399.00'],2200+
56765001548,5000,2019年,5月,vivo,vivo Z5X,204.1,,,,2个,,,,,LCD,,,,Micro USB,['1398.00'],2300+
29313713229,,,,,,,,,,,,,,,,,,,,['1789.00'],2200+
39997965063,6100,2019年,1月,SUGAR,SUGAR C21,210,,,,2个,,,,,IPS,,,,Micro USB,['799.00'],2200+
38270426286,13800,2018年,以官网信息为准,,`,180,其他,,,2个,,,2.8英寸,596120,其他,,后置单摄,,其它接口,['198.00'],2200+
48232415386,3000mAh (典型值) ,2017年,9月,华为（HUAWEI）,荣耀V9play,145,,,,2个,,,,,TFT,,,,Micro USB,['899.00'],2200+
59476246219,5000,2019年,10月,vivo,U3,193,,,,2个,,,,,TFT,,,,其它接口,['1049.00'],2200+
59178925299,3000,2019年,10月,朵唯（DOOV）,20190808,150,其他,,,2个,,,5.7英寸,1520*720,其他,,后置单摄,,Micro USB,['598.00'],2300+
36332771140,,,,,,,,,,,,,,,,,,,,['2699.00'],2200+
100007617014,1000,2019年,8月,飞利浦（Philips）,E109C,75,其他,,,1个,,,1.77英寸,128X160,TFT,,无后置摄像头,,Micro USB,['169.00'],2200+
59099456522,5000,2019年,10月,小米（MI）,红米8,190克,,,,2个,,,,,其他,,,,Type-C,['748.00'],2300+
30387210515,600,2018年,以官网信息为准,,atman V3,其他,其他,,,1个,,,1.8英寸,596120,其他,,其他,,Micro USB,['98.00'],2200+
53124315998,,,,,,,,,,,,,,,,,,,,['458.00'],2200+
56085268916,4200mAh,2018年,10月,,华为mate20pro,约189g,,,,2个,,,,,OLED,,,,Type-C,['3999.00'],2200+
62315853674,,,,,,,,,,,,,,,,,,,,['4999.00'],2300+
22863849845,4000mAh（典型值）,2018年,12月,华为（HUAWEI）,畅享 9,约170,骁龙450,,,2个,,,6.26英寸,HD+ 1520x720 像素,其他,,后置双摄,,Micro USB,['929.00'],2200+
11931886896,2000,2017年,4月,欧奇（OUKI）,G13,164,其他,,,2个,,,5.0英寸,1280*720,IPS,,后置单摄,,Micro USB,['259.00'],2100+
27033109672,3000mAh（typ）,2017年,10月,小米（MI）,,137g,,,,2个,16GB,2GB,5.0英寸,596120,其他,,,,Micro USB,['599.00'],2100+
48131248097,,,,,,,,,,,,,,,,,,,,['3499.00'],2100+
15823967944,400,2017年,以官网信息为准,,11,45,其他,,,1个,,,1.5英寸,596118,其他,,后置单摄,,Micro USB,['158.00'],2100+
34658742005,4200mAh（典型值）,2018年,10月,华为（HUAWEI）,mate20 pro,约189克（含电池）,,,,2个,,,,,OLED,,,,Type-C,['4099.00'],2100+
30964380963,1480,2018年,以官网信息为准,纽曼（Newman）,F9C,153,,,,1个,,,,,其他,,,,其它接口,['218.00'],2100+
100005442205,4035,2019年,9月,realme,realme Q,184,骁龙712,,,2个,,,6.3英寸,2340×1080,LTPS,,后置四摄,,Type-C,['1098.00'],2200+
47767508311,4000mAh（typ）/3900mAh（min）,2019年,5月,小米（MI）,红米 k20 pro,191,骁龙855,,,2个,,,其他英寸,以官网信息为准,AMOLED,,后置三摄,,Type-C,['2518.00'],2200+
55370155044,以官网信息为准,2019年,9月,Apple,iPhone 11 pro Max,226,其他,,,2个,,,其他英寸,以官网信息为准,OLED,,其他,,Lightning（iPhone）,['10089.00'],2200+
48930472913,4000（typ）/3900（min）,2019年,5月,小米（MI）,红米k20pro,约191,骁龙855,,,2个,,,6.39 英寸,2340 x 1080,AMOLED,,后置三摄,,Type-C,['2199.00'],2100+
100005510773,4000,2019年,10月,天语（K-Touch）,TD-LTE数字移动电话机,182,mali T820,,,2个,,,2.4英寸,240*320,其他,,后置单摄,,Micro USB,['299.00'],2200+
38270963687,4000,2018年,10月,华为（HUAWEI）,畅享9plus,约173,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,['1349.00'],2100+
62555162324,,,,,,,,,,,,,,,,,,,,['1789.00'],2100+
100008779460,,,,,,,,,,,,,,,,,,,,['2509.00'],2200+
57345701731,3190mAh,2019年,9月,Apple,iPhone 11 Pro,188g,其他,,,2个,,,5.8英寸,2436 x 1125,OLED,,后置三摄,,Lightning（iPhone）,['9718.00'],2100+
55079556871,4000mAh（典型值） 3900mAh（最小值）,2018年,8月,华为（HUAWEI）,华为 荣耀畅玩8C,167.2g,,,,2个,,,,,IPS,,,,Micro USB,['729.00'],2100+
28804482143,,,,,,,,,,,,,,,,,,,,['439.00'],2100+
53652236003,,,,,,,,,,,,,,,,,,,,['3499.00'],2100+
43558108836,4000mAh（typ）,2019年,以官网信息为准,小米（MI）,Redmi 7,约180克,,,,2个,,,,,其他,,,,Micro USB,['748.00'],2100+
25540408288,以官网信息为准,2017年,11月,苹果（Apple）,iPhone X ,约174g,,,,1个,,,,,其他,,,,Lightning（iPhone）,['7299.00'],2100+
100007643858,,,,,,,,,,,,,,,,,,,,['399.00'],2100+
40150143364,4000mAh（典型值）,2018年,12月,华为（HUAWEI）,畅享9,168,,,,2个,,,,,TFT,,,,Micro USB,['859.00'],2100+
39875406701,3750mAh（典型值）,2018年,12月,,华为nova4,约172,其他,,,2个,,,6.4英寸,737156,其他,,后置三摄,,Type-C,['2099.00'],2100+
55229699333,3915mAh （额定值）4000mAh（典型值）,2019年,9月,,OPPO Reno2,约189g,,,,2个,,,,,AMOLED,,,,Type-C,['2999.00'],2100+
57709547414,3920mAh （额定值）4000mAh（典型值）,2019年,10月,,OPPO K5,约182g,,,,2个,,,,,AMOLED,,,,Type-C,['1799.00'],2200+
10541822962,,,,,,,,,,,,,,,,,,,,['199.00'],2100+
34669384976,,,,,,,,,,,,,,,,,,,,['2699.00'],2100+
60766276782,5000,2018年,10月,华为（HUAWEI）,华为畅享MAX,210,,,,2个,,,,,TFT,,,,Micro USB,['1159.00'],2100+
50556878408,4000mAh（典型值）,2018年,12月,华为（HUAWEI）,以官网信息为准,约168克（含电池）,,,,2个,,,,,TFT,,,,Micro USB,['949.00'],2100+
38577033305,,,,,,,,,,,,,,,,,,,,['7780.00'],2000+
32455556357,3020mAh（典型容量）,2018年,5月,华为（HUAWEI）, 荣耀 畅玩7,约142g,其他,,,2个,,,5.45英寸,1440x720像素,TFT,,后置单摄,,Micro USB,['479.00'],2000+
46089089241,4020mAh（TYP）3910mAh（MIN）,2019年,5月,OPPO,OPPO A9,190g,,,,2个,,,,,TFT,,,,Micro USB,['1499.00'],2000+
32446904653,,,,,,,,,,,,,,,,,,,,['189.00'],2000+
100007299942,2000,2019年,8月,天语（K-Touch）,K7,180,MT6737V/WA,,,2个,,,5.0英寸,1280*768,IPS,,后置单摄,,Micro USB,['369.00'],2100+
51516930074,4030mAh,2019年,7月,,小米CC9e,173.8,,,,其他,,,,,AMOLED,,,,Type-C,['1158.00'],2300+
42304136853,以官网信息为准,2018年,以官网信息为准,Apple,苹果XR,194,,,,其他,,,,,LCD,,,,Lightning（iPhone）,['5248.00'],2000+
64054883965,,,,,,,,,,,,,,,,,,,,['2688.00'],2000+
53611100029,,,,,,,,,,,,,,,,,,,,['1099.00'],2000+
100000481309,以官网信息为准,2018年,9月,Apple,,177,其他,其他,其他,1个,512GB,其他,5.8英寸,2436×1125,OLED,700万像素,2个,双1200万像素,Lightning（iPhone）,['12298.00'],2000+
27858026580,800,2019年,以官网信息为准,,1,92,其他,,,2个,,,1.8英寸,596118,其他,,后置单摄,,其它接口,['129.00'],2000+
43359000477,3340mAh（典型值）,2019年,3月,华为（HUAWEI）,nova 4e,约159克（含电池）,,,,2个,,,,,其他,,,,Type-C,['1199.00'],2100+
43886593929,,,,,,,,,,,,,,,,,,,,['558.00'],2000+
23770360458,,,,,,,,,,,,,,,,,,,,['1129.00'],2000+
60972281492,4500mAh,2019年,9月,华为（HUAWEI）,华为mate30pro,约198,,,,2个,,,,,OLED,,,,Type-C,['6899.00'],2000+
46414727586,1300,2018年,以官网信息为准,飞利浦（Philips）,,160,其他,其他,其他,2个,其他,其他,2.8英寸,其他,其他,其他,1个,30万像素,其他,['319.00'],2000+
31560471246,,,,,,,,,,,,,,,,,,,,['1099.00'],2000+
100003487507,1400,2019年,4月,中兴（ZTE）,中兴（ZTE）K2,100,其他,,,2个,,,2.4英寸,320*240,其他,,后置单摄,,Mini USB,['168.00'],2000+
47176249708,4000mAh（典型值）,2018年,12月,,畅享9,168,,,,2个,,,,,TFT,,,,Micro USB,['999.00'],2000+
62059994373,4000mAh（典型值） 3900mAh（最小值）,2019年,9月,,荣耀Play3,176g （备注：受产品配置和制造工艺影响，实际机,麒麟710F,,,其他,,,6.39 英寸,1560x720,TFT LCD（IPS）,,后置三摄,,Micro USB,['799.00'],2100+
56917101363,,,,,,,,,,,,,,,,,,,,['10138.00'],2000+
57273577148,4000mAh（典型值）,2019年,9月,华为（HUAWEI）,荣耀Play3,约176g,,,,2个,,,,,其他,,,,Micro USB,['799.00'],2100+
35679998526,400,2018年,以官网信息为准,,纽曼小手机,45,其他,,,1个,,,1.5英寸,180*180,其他,,无后置摄像头,,其它接口,['99.00'],2000+
28403333578,4000mAh(典型值）,2018年,10月,华为（HUAWEI）,畅享9plus,约173g(含电池),其他,,,2个,,,其他英寸,其他,其他,,其他,,Micro USB,['1218.00'],2000+
54289421334,,,,,,,,,,,,,,,,,,,,['338.00'],2000+
42337242799,,,,,,,,,,,,,,,,,,,,['428.00'],1900+
53919329985,4000,2019年,以官网信息为准,天语（K-Touch）,Q31,97,,,,2个,,,,,TFT,,,,Micro USB,['118.00'],900+
57344827965,,,,,,,,,,,,,,,,,,,,['5238.00'],2600+
47256391026,,,,,,,,,,,,,,,,,,,,['4488.00'],1900+
49985436446,3500mAh,2019年,6月,,华为nova5pro,约171克,麒麟980,,,2个,,,6.39英寸,2340x1080,其他,,后置四摄,,Type-C,['2499.00'],2000+
15386135429,3290,2017年,8月,,8848 M4尊享版,215,,,,2个,,,,,其他,,,,Type-C,['12999.00'],1900+
56871672515,1500,2018年,7月,诺基亚（NOKIA）,诺基亚8110 4G,117,,,,2个,,,,,其他,,,,Micro USB,['399.00'],1900+
23406857550,1400,2017年,11月,欧奇（OUKI）,欧奇OK520,75,其他,,,2个,,,2.4英寸,其他,其他,,后置单摄,,Micro USB,['69.00'],1900+
100000469456,,,,,,,,,,,,,,,,,,,,['12298.00'],1900+
38334569579,,,,,,,,,,,,,,,,,,,,['1258.00'],1900+
100006841262,4000mAh（典型值）,2019年,7月,中兴（ZTE）,中兴天机 Axon10 Pro 5G,175,骁龙855,,,2个,,,6.47英寸,2340X1080,AMOLED,,后置三摄,,Type-C,['4999.00'],1900+
55672277122,3600mAh （典型值）,2019年,8月,魅族（MEIZU）,魅族16sPro,约166g,,,,2个,,,,,AMOLED,,,,Type-C,['2699.00'],1900+
40049427233,4000mAh(典型值）,2018年,10月,,畅享9 Plus,约173g(含电池),,,,2个,,,,,TFT,,,,Micro USB,['1699.00'],1900+
53295211658,3020mAh（典型值） 2920mAh（最小值）,2019年,7月,华为（HUAWEI）,荣耀畅玩8,约146克（含电池） ,,,,2个,,,,,其他,,,,Micro USB,['495.00'],1900+
37314500684,,,,,,,,,,,,,,,,,,,,['848.00'],1900+
57256736322,,,,,,,,,,,,,,,,,,,,['5688.00'],1900+
56593650788,1050mAh,2018年,以官网信息为准,飞利浦（Philips）,E218L,120,其他,,,2个,,,2.4英寸,240×320,其他,,后置单摄,,Micro USB,['279.00'],1800+
19898566672,1400,2018年,以官网信息为准,,,200,其他,其他,其他,2个,其他,其他,2.4英寸,240*320,其他,无,1个,30万像素,其他,['179.00'],1800+
44290933689,,,,,,,,,,,,,,,,,,,,['3688.00'],1900+
42411805093,,,,,,,,,,,,,,,,,,,,['148.00'],1800+
27693449269,6800,2017年,8月,,,135,其他,其他,其他,1个,其他,其他,2.4英寸,其他,其他,无,1个,30万像素,其他,['129.90'],1800+
100006074437,3000,2019年,10月,小辣椒,红辣椒9X,179,MT6771,,,2个,,,其他英寸,1520*720,IPS,,后置双摄,,Type-C,['999.00'],1900+
12693782954,5400,2016年,11月,AGM,AGM X1,208,,,,2个,,,,,AMOLED,,,,Micro USB,['1499.00'],1800+
34414167689,5400,2016年,11月,AGM,AGM X1,208,骁龙617（msm8952）,,,2个,,,5.5英寸,1080x1920,AMOLED,,后置双摄,,Micro USB,['1499.00'],1800+
49252910999,,,,,,,,,,,,,,,,,,,,['1399.00'],2000+
19686606084,,,,,,,,,,,,,,,,,,,,['139.00'],1800+
57243266535,4880mAh(额定值)5000mAh(典型值),2019年,9月,OPPO,A11x,约195g,,,,2个,,,,,TFT LCD（IPS）,,,,Type-C,['1799.00'],1900+
49176466717,2000,2019年,5月,天语（K-Touch）,I10,81,其他,,,2个,,,3.5英寸,1280x720,TFT,,后置单摄,,Micro USB,['699.00'],1800+
33836999940,,,,,,,,,,,,,,,,,,,,['838.00'],1800+
100007617012,1000,2019年,8月,飞利浦（Philips）,E109C,75,其他,,,1个,,,1.77英寸,128X160,TFT,,无后置摄像头,,Micro USB,['169.00'],1900+
47955042573, 4000mAh（典型值）,2018年,12月,华为（HUAWEI）,华为畅享9, 约168克（含电池）,,,,2个,,,,,TFT,,,,Micro USB,['936.00'],1800+
45165264453,3020mAh（典型值）,2019年,3月,华为（HUAWEI）,华为畅享9e,约150克（含电池）,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,['739.00'],1900+
57142038303,,,,,,,,,,,,,,,,,,,,['5799.00'],1800+
34657968912,4000mAh（典型值）,2018年,10月,华为（HUAWEI）,mate 20,约188克（含电池）,,,,2个,,,,,TFT,,,,Type-C,['3199.00'],1900+
43091793142,1000,2019年,6月,朵唯（DOOV）,D520,109,其他,,,2个,,,2.8英寸,240*320,其他,,后置单摄,,Micro USB,['198.00'],1900+
51229572951,750,2017年,11月,其他,创星R11 ,56,其他,,,其他,,,2.2英寸,240*300,其他,,无后置摄像头,,Micro USB,['198.00'],1800+
57139044966,3340mAh（典型值）,2019年,3月,华为（HUAWEI）,nova 4e,约159克（含电池）,,,,2个,,,,,其他,,,,Type-C,['1249.00'],1800+
42288741916,,,,,,,,,,,,,,,,,,,,['1229.00'],1800+
13034750901,1200,2017年,6月,索爱,Z86,200,其他,,,2个,,,2.8英寸,596118,其他,,后置单摄,,Micro USB,['259.00'],1800+
57346338226,3500mAh,2019年,9月,Apple,Apple iPhone 11 Pro Max,226mm,其他,,,2个,,,6.5英寸,2688×1242,OLED,,后置三摄,,Lightning（iPhone）,['10459.00'],2000+
34209406246,3500mAh（典型值）,2018年,10月,,华为荣耀Magic2,约206克,,,,2个,,,,,AMOLED,,,,Type-C,['1819.00'],1800+
60149348959,2000,2019年,11月,纽曼（Newman）,A8,160,其他,,,2个,,,2.4英寸,320x240,IPS,,后置单摄,,Micro USB,['299.00'],1800+
60587942895,,,,,,,,,,,,,,,,,,,,['1298.00'],1800+
28209064806,,,,,,,,,,,,,,,,,,,,['168.00'],1800+
54276616518,4200mAh,2018年,10月,,华为Mate 20 Pro,约189克（含电池）,麒麟980,,,2个,,,6.39英寸,1440 x 3120,OLED曲面屏,,后置三摄,,Type-C,['4599.00'],1800+
35699250624,3500mAh（典型值）,2018年,10月,,以官网信息为准,约206克（含电池）实际重量可能有所差异,麒麟980,,,2个,,,6.39 英寸,697416,其他,,其他,,Type-C,['1848.00'],1800+
35699399342,3500mAh（典型值）,2018年,10月,华为（HUAWEI）,荣耀magic2,约206克,,,,2个,,,,,AMOLED,,,,Type-C,['2349.00'],1800+
42620349156,,,,,,,,,,,,,,,,,,,,['3999.00'],1800+
43532040194,,,,,,,,,,,,,,,,,,,,['1299.00'],1800+
44102280377,3400（典型值）,2019年,3月,,华为畅享 9S,约160g,麒麟710F,,,2个,,,6.21英寸,2340*1080,TFT LCD（IPS）,,后置三摄,,Micro USB,['999.00'],1800+
43095339820,2000,2019年,1月,天语（K-Touch）,i9,90,,,,2个,,,,,其他,,,,Type-C,['669.00'],1700+
44880206259,,,,,,,,,,,,,,,,,,,,['988.00'],1800+
36125064258,,,,,,,,,,,,,,,,,,,,['838.00'],1700+
42215568057,2000,2019年,4月,天语（K-Touch）,天语曲面屏,90,其他,,,2个,,,3.5英寸,480*320,OLED曲面屏,,后置单摄,,Micro USB,['599.00'],1700+
55461864021,4500mAh（typ）,2019年,8月,小米（MI）,note8pro,199.8,,,,2个,,,,,其他,,,,Type-C,['1488.00'],1800+
30907727247,2000,2018年,以官网信息为准,纽曼（Newman）,R15 ,78,,,,2个,,,,,其他,,,,Micro USB,['198.00'],1700+
61814928763,,,,,,,,,,,,,,,,,,,,['1699.00'],1800+
38256172506,3500,2018年,12月,vivo,NEX双屏版,199.2g,骁龙845（SDM845）,,,2个,,,6.39 英寸,2340×1080 ,AMOLED,,后置三摄,,Type-C,['4998.00'],1700+
53914597201,800,2019年,8月,天语（K-Touch）,天语E2,110,,,,1个,,,,,其他,,,,其它接口,['129.00'],1700+
38290893957,4000mAh(典型值）,2018年,10月,华为（HUAWEI）,畅享9Plus,约173g(含电池),,,,2个,,,,,TFT,,,,Micro USB,['1249.00'],1700+
16744370074,800,2017年,以官网信息为准,诺基亚（NOKIA）,105,-,,,,其他,,,,,其他,,,,Micro USB,['159.00'],1700+
50155164317,3500mAh（典型值）,2019年,6月,华为（HUAWEI）,华为nova5pro,约171克（含电池）,,,,2个,,,,,OLED,,,,Type-C,['2699.00'],1700+
55719103071,3750mAh（典型值）,2018年,6月,,荣耀play,176克,,,,2个,,,,,其他,,,,Type-C,['1538.00'],1700+
20747724171,4000mAh（典型值),2017年,11月,华为（HUAWEI）,mate10pro,约178g（含电池）,,,,2个,,,,,OLED,,,,Type-C,['2488.00'],1700+
57193481538,800mAh,2019年,9月,诺基亚（NOKIA）,诺基亚新105,约74,其他,,,1个,,,其他英寸,以官网信息为准,其他,,其他,,Micro USB,['139.00'],1700+
56649290430,,,,,,,,,,,,,,,,,,,,['9028.00'],1700+
34265732641,2930,2017年,3月,MANN,MANN ZUG 3S,255,,,,2个,,,,,TFT,,,,Micro USB,['479.00'],1700+
34954408777,1300,2018年,9月,飞利浦（Philips）,E259S,140,其他,,,2个,,,2.8英寸,其他,其他,,后置单摄,,Micro USB,['298.00'],1700+
63283102221,4200,2019年,12月,,nova 6,约212g（含电池）,麒麟990,,,2个,,,其他英寸,FHD+ 2400 * 1080,LTPS,,后置三摄,,Type-C,['3799.00'],1700+
47699728106,,,,,,,,,,,,,,,,,,,,['1299.00'],1700+
56834696695,其他,2019年,4月,华为（HUAWEI）,荣耀20i,约164克（含电池）,,,,2个,,,,,IPS,,,,Micro USB,['999.00'],1700+
21755166732,4000mAh（typ）/3900mAh（min）,2019年,3月,小米（MI）,红米7,180,,,,2个,,,,,其他,,,,Micro USB,['768.00'],1700+
62352930619,3765mAh,2019年,4月,OPPO,Reno,185,其他,,,2个,,,其他英寸,其他,AMOLED,,其他,,Type-C,['2499.00'],1700+
25784742588,,,,,,,,,,,,,,,,,,,,['139.00'],1700+
54542358176,3650mAh（典型值）电池额定容量3550mAh,2019年,4月,华为（HUAWEI）,华为P30,165,,,,2个,,,,,OLED,,,,Type-C,['3388.00'],1700+
26054908754,1300,2018年,3月,,M360C,118,,,,1个,,,,,其他,,,,Micro USB,['248.00'],1700+
56656942584,以官网信息为准,2019年,9月,,以官网信息为准,以官网信息为准,,,,2个,,,,,其他,,,,其它接口,['5699.00'],1700+
49212069463,,,,,,,,,,,,,,,,,,,,['暂无报价'],1700+
50159173016,,,,,,,,,,,,,,,,,,,,['148.00'],1700+
